"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","FTP Path to Experiment","Library Name","Library Strategy","Library Source","Library Selection"
"SRX824366","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5565.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803983","","254.46","1","2254438","455396476","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824366","G5565.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824365","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5226.3","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803982","","103.85","1","938346","189545892","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824365","G5226.3.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824364","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3814.2","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803981","","117.06","1","1082680","218701360","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824364","G3814.2.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824363","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample SLKEN0029.0","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803979","","157.85","1","1519009","306839818","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824363","SLKEN0029.0.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824362","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5650.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803980","","206.64","1","1858028","375321656","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824362","G5650.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824361","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5983.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803978","","176.86","1","2261396","456801992","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824361","G5983.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824360","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3821.2","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803977","","142.25","1","1429399","288738598","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824360","G3821.2.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824359","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5615.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803976","","65.78","1","608970","123011940","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824359","G5615.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824358","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5370.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803975","","171.67","1","1531122","309286644","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824358","G5370.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824357","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3891.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803972","","121.34","1","1136294","229531388","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824357","G3891.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824356","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5867.2","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803974","","56.52","1","493855","99758710","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824356","G5867.2.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824355","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5361.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803973","","209.07","1","1861818","376087236","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824355","G5361.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824354","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3805.3","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803971","","131.61","1","1223471","247141142","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824354","G3805.3.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824353","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5980.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803970","","125.2","1","1140266","230333732","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824353","G5980.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824352","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G6069.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803969","","176.09","1","2270706","458682612","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824352","G6069.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824351","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4875.2","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803968","","142.57","1","1841052","371892504","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824351","G4875.2.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824350","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5533.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803967","","107.37","1","966872","195308144","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824350","G5533.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824349","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4769.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803966","","226.33","1","3180700","642501400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824349","G4769.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824348","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4699.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803965","","137.89","1","1851157","373933714","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824348","G4699.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824347","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G6014.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803964","","148.35","1","1510984","305218768","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824347","G6014.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824346","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample SLBO0368.0","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803963","","232.98","1","2147467","433788334","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824346","SLBO0368.0.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824345","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample SLBOO0375.0","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803962","","99.82","1","903350","182476700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824345","SLBOO0375.0.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824344","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G6020.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803961","","209.24","1","1954713","394852026","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824344","G6020.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824343","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G6002.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803960","","129.1","1","1184838","239337276","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824343","G6002.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824342","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3940.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803957","","133.14","1","1129360","228130720","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824342","G3940.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824341","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5851.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803958","","63.25","1","607224","122659248","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824341","G5851.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824340","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5125.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803959","","0.48","1","3994","806788","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824340","G5125.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824339","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4704.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803955","","246.36","1","3475829","702117458","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824339","G4704.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824338","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3913.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803956","","143.03","1","1340888","270859376","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824338","G3913.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824337","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5412.2","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803954","","208.89","1","1853867","374481134","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824337","G5412.2.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824336","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5999.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803953","","271.79","1","3750995","757700990","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824336","G5999.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824335","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G6063.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803952","","248.5","1","3335939","673859678","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824335","G6063.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824334","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5016.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803951","","121.79","1","1545428","312176456","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824334","G5016.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824333","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4702.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803950","","92.03","1","1173831","237113862","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824333","G4702.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824332","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3896.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803949","","140.19","1","1205702","243551804","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824332","G3896.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824331","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5584.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803948","","234.17","1","2062366","416597932","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824331","G5584.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824330","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5643.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803946","","127.27","1","1124284","227105368","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824330","G5643.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824329","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5634.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803947","","66.18","1","586040","118380080","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824329","G5634.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824328","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5364.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803945","","152.87","1","1338911","270460022","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824328","G5364.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824327","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4698.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803944","","98.73","1","1226556","247764312","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824327","G4698.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824326","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5527.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803942","","118.16","1","1036126","209297452","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824326","G5527.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824325","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4845.3","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803943","","184.9","1","1578085","318773170","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824325","G4845.3.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824324","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5935.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803940","","155.79","1","1427429","288340658","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824324","G5935.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824323","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G6095.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803941","","100.48","1","893546","180496292","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824323","G6095.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824322","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5382.2","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803939","","32.96","1","348486","70394172","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824322","G5382.2.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824321","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5735.3","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803938","","114.67","1","1000755","202152510","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824321","G5735.3.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824320","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4907.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803937","","236.98","1","2129164","430091128","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824320","G4907.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824319","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G6013.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803936","","98.2","1","890623","179905846","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824319","G6013.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824318","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4875.3","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803935","","184.26","1","1613973","326022546","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824318","G4875.3.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824317","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4849.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803934","","132.1","1","1688331","341042862","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824317","G4849.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824316","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5614.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803933","","196.81","1","1866468","377026536","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824316","G5614.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824315","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5059.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803932","","131.02","1","1348153","272326906","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824315","G5059.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824314","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5840.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803931","","171.97","1","1531934","309450668","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824314","G5840.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824313","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample SLBO0365.0","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803930","","49.56","1","462056","93335312","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824313","SLBO0365.0.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824312","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5894.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803929","","144.43","1","1338725","270422450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824312","G5894.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824311","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3895.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803928","","100.99","1","869603","175659806","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824311","G3895.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
